ROUTE_ID,ROUTE_SEQ,STOP_SEQ,STOP_ID,STOP_PICK_DROP,STOP_NAMEC,STOP_NAMES,STOP_NAMEE,LAST_UPDATE_DATE,ROUTE_NAMEC,Longitude,Latitude,COMPANY_CODE
1497,2,7,8053,3,"柯布連道/<br>柯布連道, 軒尼詩道","柯布连道/<br>柯布连道, 轩尼诗道","O'BRIEN ROAD/<br>O'Brien Road, Hennessy Road",01/14/26,111,114.17202,22.28005,KMB+CTB
1497,2,8,867,3,"莊士敦道/<br>大有廣場, 菲林明道","庄士敦道/<br>大有广场, 菲林明道","JOHNSTON ROAD/<br>Tai Yau Plaza, Fleming Road",01/14/26,111,114.17431,22.27946,KMB+CTB
1497,2,9,235,3,"克街/<br>克街, 灣仔道","克街/<br>克街, 湾仔道","HEARD STREET/<br>Heard Street, Wan Chai Road",01/14/26,111,114.17648,22.27954,KMB+CTB
1497,2,10,8057,3,"南洋酒店/<br>南洋酒店, 摩理臣山道","南洋酒店/<br>南洋酒店, 摩理臣山道","SOUTH PACIFIC HOTEL/<br>South Pacific Hotel, Morrison Hill Road",01/14/26,111,114.1797,22.27941,KMB+CTB
1497,2,11,9015,3,紅隧轉車站/<br>海底隧道巴士轉乘站,红隧转车站/<br>海底隧道巴士转乘站,CROSS HARBOUR TUNNEL BBI/<br>Cross Harbour Tunnel Bus-Bus Interchange,01/14/26,111,114.17963,22.30541,KMB+CTB
1497,2,12,4135,3,"紅磡山谷道/<br>山谷道, 漆咸道北","红磡山谷道/<br>山谷道, 漆咸道北","VALLEY ROAD HUNG HOM/<br>Valley Road, Chatham Road North",01/14/26,111,114.18323,22.31165,KMB+CTB
1498,1,4,8097,3,"九龍城轉車站 - 富豪東方酒店/<br>富豪東方酒店, 太子道東","九龙城转车站 - 富豪东方酒店/<br>富豪东方酒店, 太子道东","KOWLOON CITY BBI - REGAL ORIENTAL HOTEL/<br>Regal Oriental Hotel, Prince Edward Road East",01/14/26,111P,114.19038,22.32968,KMB+CTB
1498,1,5,804,3,"木廠街/<br>木廠街, 馬頭涌道","木厂街/<br>木厂街, 马头涌道","MOK CHEONG STREET/<br>Mok Cheong Street, Ma Tau Chung Road",01/14/26,111P,114.1875,22.32527,KMB+CTB
1498,1,6,4122,3,"土瓜灣街市/<br>土瓜灣街市, 馬頭圍道","土瓜湾街市/<br>土瓜湾街市, 马头围道","TO KWA WAN MARKET/<br>To Kwa Wan Market, Ma Tau Wai Road",01/14/26,111P,114.1871,22.31975,KMB+CTB
1498,1,7,806,3,"浙江街遊樂場/<br>浙江街遊樂場, 漆咸道北","浙江街游乐场/<br>浙江街游乐场, 漆咸道北","CHI KIANG STREET PLAYGROUND/<br>Chi Kiang Street Playground, Chatham Road North",01/14/26,111P,114.18665,22.31588,KMB+CTB
1498,1,8,807,3,"紅磡北拱街/<br>北拱街, 漆咸道北","红磡北拱街/<br>北拱街, 漆咸道北","PAK KUNG STREET HUNG HOM/<br>Pak Kung Street, Chatham Road North",01/14/26,111P,114.18555,22.31416,KMB+CTB
1498,1,9,808,3,"紅磡平治街/<br>平治街, 漆咸道北","红磡平治街/<br>平治街, 漆咸道北","PING CHI STREET HUNG HOM/<br>Ping Chi Street, Chatham Road North",01/14/26,111P,114.18403,22.31192,KMB+CTB
1498,1,10,9014,3,紅隧轉車站/<br>海底隧道巴士轉乘站,红隧转车站/<br>海底隧道巴士转乘站,CROSS HARBOUR TUNNEL BBI/<br>Cross Harbour Tunnel Bus-Bus Interchange,01/14/26,111P,114.18032,22.30535,KMB+CTB
1498,1,11,230,3,"利景酒店/<br>利景酒店, 灣仔道","利景酒店/<br>利景酒店, 湾仔道","THE CHARTERHOUSE/<br>The Charterhouse, Wan Chai Road",01/14/26,111P,114.17842,22.28018,KMB+CTB
1498,1,12,231,3,"普樂里/<br>普樂里, 灣仔道","普乐里/<br>普乐里, 湾仔道","BULLOCK LANE/<br>Bullock Lane, Wan Chai Road",01/14/26,111P,114.17548,22.27919,KMB+CTB
1498,1,13,12583,3,"菲林明道/<br>菲林明道, 軒尼詩道","菲林明道/<br>菲林明道, 轩尼诗道","FLEMING ROAD/<br>Fleming Road, Hennessy Road",01/14/26,111P,114.17291,22.27993,KMB+CTB
1498,1,14,120,3,"修頓球場/<br>修頓球場, 軒尼詩道","修顿球场/<br>修顿球场, 轩尼诗道","SOUTHORN PLAYGROUND/<br>Southorn Playground, Hennessy Road",01/14/26,111P,114.17142,22.2798,KMB+CTB
1498,1,15,734,3,"高等法院/<br>金鐘 - 高等法院, 金鐘道","高等法院/<br>金钟 - 高等法院, 金钟道","HIGH COURT/<br>Admiralty - High Court, Queensway",01/14/26,111P,114.16324,22.2808,KMB+CTB
1498,1,16,778,3,"滙豐總行/<br>匯豐總行大廈, 德輔道中","滙丰总行/<br>汇丰总行大厦, 德辅道中","HSBC BUILDING/<br>HSBC Main Building, Des Voeux Road Central",01/14/26,111P,114.15853,22.28309,KMB+CTB
1498,1,17,24,3,"中環街市/<br>中環街市, 德輔道中","中环街市/<br>中环街市, 德辅道中","CENTRAL MARKET/<br>Central Market, Des Voeux Road Central",01/14/26,111P,114.15476,22.28722,KMB+CTB
1498,1,18,125,1,港澳碼頭巴士總站/<br>中環 (港澳碼頭),港澳码头巴士总站/<br>中环 (港澳码头),MACAO FERRY BUS TERMINUS/<br>Central (Macao Ferry),01/14/26,111P,114.14942,22.29091,KMB+CTB
1498,2,1,125,2,港澳碼頭巴士總站/<br>中環 (港澳碼頭),港澳码头巴士总站/<br>中环 (港澳码头),MACAO FERRY BUS TERMINUS/<br>Central (Macao Ferry),01/14/26,111P,114.14942,22.29091,KMB+CTB
1498,2,19,1387,3,"黃大仙警署/<br>黃大仙警署, 彩虹道","黄大仙警署/<br>黄大仙警署, 彩虹道","WONG TAI SIN POLICE STATION/<br>Wong Tai Sin Police Station, Choi Hung Road",01/14/26,111P,114.19659,22.34137,KMB+CTB
1498,2,20,13417,3,"新蒲崗四美街/<br>四美街, 彩虹道","新蒲岗四美街/<br>四美街, 彩虹道","SZE MEI STREET, SAN PO KONG/<br>Sze Mei Street, Choi Hung Road",01/14/26,111P,114.20119,22.34033,KMB+CTB
1498,2,21,1149,3,"彩虹轉車站 - 金碧樓/<br>彩虹邨金碧樓, 彩虹邨通道","彩虹转车站 - 金碧楼/<br>彩虹邨金碧楼, 彩虹邨通道","CHOI HUNG BBI - KAM PIK HOUSE/<br>Kam Pik House Choi Hung Estate, Choi Hung access Road",01/14/26,111P,114.20428,22.33758,KMB+CTB
1498,2,22,823,3,"坪石邨/<br>坪石邨, 太子道東","坪石邨/<br>坪石邨, 太子道东","PING SHEK ESTATE/<br>Ping Shek Estate, Prince Edward Road East",01/14/26,111P,114.20654,22.33538,KMB+CTB
1498,2,23,13423,3,彩興路,彩兴路,CHOI HING ROAD/<br>Choi Hing Road,01/14/26,111P,114.21179,22.33347,KMB+CTB
1498,2,24,13132,3,"彩德商場/<br>彩德商場, 彩榮路","彩德商场/<br>彩德商场, 彩荣路","CHOI TAK SHOPPING CENTRE/<br>Choi Tak Shopping Centre, Choi Wing Road",01/14/26,111P,114.21208,22.33166,KMB+CTB
1498,2,25,13110,3,"彩亮樓/<br>彩德邨彩亮樓, 彩榮路","彩亮楼/<br>彩德邨彩亮楼, 彩荣路","CHOI LEUNG HOUSE/<br>Choi Leung House Choi Tak Estate, Choi Wing Road",01/14/26,111P,114.21456,22.33201,KMB+CTB
1498,2,26,13034,1,彩福/<br>彩福邨,彩福/<br>彩福邨,CHOI FOOK/<br>Choi Fook Estate,01/14/26,111P,114.21663,22.33084,KMB+CTB
1499,1,1,1389,2,彩虹轉車站 - 彩虹總站/<br>彩虹,彩虹转车站 - 彩虹总站/<br>彩虹,CHOI HUNG BBI - CHOI HUNG BUS TERMINUS/<br>Choi Hung,01/08/25,113,114.20355,22.33816,KMB+CTB
1499,1,2,1371,3,"鑽石山站/<br>鑽石山站, 龍翔道","钻石山站/<br>钻石山站, 龙翔道","DIAMOND HILL STATION/<br>Diamond Hill Station, Lung Cheung Road",01/08/25,113,114.20162,22.34146,KMB+CTB
1499,1,3,8086,3,"黃大仙轉車站 - 黃大仙廟/<br>沙田坳道, 龍翔道","黄大仙转车站 - 黄大仙庙/<br>沙田坳道, 龙翔道","WONG TAI SIN BBI - WONG TAI SIN TEMPLE/<br>Shatin Pass Road, Lung Cheung Road",01/08/25,113,114.19388,22.34374,KMB+CTB
1499,1,4,1372,3,"摩士公園泳池/<br>摩士公園泳池, 龍翔道","摩士公园泳池/<br>摩士公园泳池, 龙翔道","MORSE PARK SWIMMING POOL/<br>Morse Park Swimming Pool, Lung Cheung Road",01/08/25,113,114.19071,22.34373,KMB+CTB
1499,1,5,4004,3,"摩士公園/<br>摩士公園, 鳳舞街","摩士公园/<br>摩士公园, 凤舞街","MORSE PARK/<br>Morse Park, Fung Mo Street",01/08/25,113,114.18875,22.3419,KMB+CTB
1499,1,6,4005,3,"摩士公園體育館/<br>摩士公園體育館, 鳳舞街","摩士公园体育馆/<br>摩士公园体育馆, 凤舞街","MORSE PARK SPORTS CENTRE/<br>Morse Park Sports Centre, Fung Mo Street",01/08/25,113,114.18926,22.33999,KMB+CTB
1499,1,7,4006,3,"偉東樓/<br>東頭邨偉東樓, 東頭村道","伟东楼/<br>东头邨伟东楼, 东头村道","WAI TUNG HOUSE/<br>Wai Tung House Tung Tau Estate, Tung Tau Tsuen Road",01/08/25,113,114.1908,22.33751,KMB+CTB
1499,1,8,8090,3,"盈東樓/<br>東頭邨盈東樓, 東頭村道","盈东楼/<br>东头邨盈东楼, 东头村道","YING TUNG HOUSE/<br>Ying Tung House Tung Tau Estate, Tung Tau Tsuen Road",01/08/25,113,114.1904,22.33624,KMB+CTB
1499,1,25,122,3,"太古廣場/<br>金鐘 - 太古廣場, 金鐘道","太古广场/<br>金钟 - 太古广场, 金钟道","PACIFIC PLACE/<br>Admiralty - Pacific Place, Queensway",01/08/25,113,114.1645,22.28041,KMB+CTB
1499,1,26,319,3,"中銀大廈/<br>中銀大廈, 金鐘道","中银大厦/<br>中银大厦, 金钟道","BANK OF CHINA TOWER/<br>Bank of China Tower, Queensway",01/08/25,113,114.16151,22.28186,KMB+CTB
1499,1,27,22,3,"置地廣場/<br>置地廣場, 德輔道中","置地广场/<br>置地广场, 德辅道中","THE LANDMARK/<br>The Landmark, Des Voeux Road Central",01/08/25,113,114.15764,22.28368,KMB+CTB
1499,1,28,24,3,"中環街市/<br>中環街市, 德輔道中","中环街市/<br>中环街市, 德辅道中","CENTRAL MARKET/<br>Central Market, Des Voeux Road Central",01/08/25,113,114.15476,22.28722,KMB+CTB
1499,1,29,621,3,"急庇利街/<br>急庇利街, 德輔道中","急庇利街/<br>急庇利街, 德辅道中","CLEVERLY STREET/<br>Cleverly Street, Des Voeux Road Central",01/08/25,113,114.15089,22.28897,KMB+CTB
1499,1,30,3024,3,"西港城/<br>西港城, 干諾道西","西港城/<br>西港城, 干诺道西","WESTERN MARKET/<br>Western Market, Connaught Road West",01/08/25,113,114.14921,22.29006,KMB+CTB
1499,1,31,623,3,"皇后街/<br>皇后街, 德輔道西","皇后街/<br>皇后街, 德辅道西","QUEEN STREET/<br>Queen Street, Des Voeux Road West",01/08/25,113,114.14609,22.28998,KMB+CTB
1499,1,32,624,3,"高陞街/<br>高陞街, 德輔道西","高陞街/<br>高陞街, 德辅道西","KO SHING STREET/<br>Ko Shing Street, Des Voeux Road West",01/08/25,113,114.14485,22.29009,KMB+CTB
1499,1,33,625,3,"正街/<br>正街, 德輔道西","正街/<br>正街, 德辅道西","CENTRE STREET/<br>Centre Street, Des Voeux Road West",01/08/25,113,114.1412,22.29021,KMB+CTB
1499,1,34,626,3,"水街/<br>水街, 德輔道西","水街/<br>水街, 德辅道西","WATER STREET/<br>Water Street, Des Voeux Road West",01/08/25,113,114.1375,22.28953,KMB+CTB
1499,1,35,627,3,"山道/<br>山道, 德輔道西","山道/<br>山道, 德辅道西","HILL ROAD/<br>Hill Road, Des Voeux Road West",01/08/25,113,114.13554,22.28899,KMB+CTB
1499,1,36,628,3,"堅尼地城泳池/<br>堅尼地城游泳池, 堅彌地城海旁","坚尼地城泳池/<br>坚尼地城游泳池, 坚弥地城海旁","KENNEDY TOWN SWIMMING POOL/<br>Kennedy Town Swimming Pool, Kennedy Town Praya",01/08/25,113,114.13116,22.28787,KMB+CTB
1499,1,37,629,3,"山市街/<br>山市街, 堅彌地城海旁","山市街/<br>山市街, 坚弥地城海旁","SANDS STREET/<br>Sands Street, Kennedy Town Praya",01/08/25,113,114.12968,22.28662,KMB+CTB
1499,1,38,393,3,"聯邦新樓/<br>聯邦新樓, 卑路乍街","联邦新楼/<br>联邦新楼, 卑路乍街","LUEN BONG APARTMENT/<br>Luen Bong Apartment, Belcher's Street",01/08/25,113,114.12713,22.28485,KMB+CTB
1499,1,39,12985,3,加多近街/<br>加多近街,加多近街/<br>加多近街,CADOGAN STREET/<br>Cadogan Street,01/08/25,113,114.12531,22.28502,KMB+CTB
1499,1,40,3027,1,堅尼地城巴士總站/<br>卑路乍灣,坚尼地城巴士总站/<br>卑路乍湾,KENNEDY TOWN BUS TERMINUS/<br>Belcher Bay,01/08/25,113,114.12782,22.28687,KMB+CTB
1499,2,1,3027,2,堅尼地城巴士總站/<br>卑路乍灣,坚尼地城巴士总站/<br>卑路乍湾,KENNEDY TOWN BUS TERMINUS/<br>Belcher Bay,02/13/25,113,114.12782,22.28687,KMB+CTB
1499,2,2,3028,3,荷蘭街/<br>荷蘭街,荷兰街/<br>荷兰街,HOLLAND STREET/<br>Holland Street,02/13/25,113,114.13018,22.28682,KMB+CTB
1499,2,3,8017,3,"皇后大道西/<br>堅尼地城游泳池休憩處, 德輔道西","皇后大道西/<br>坚尼地城游泳池休憩处, 德辅道西","QUEEN'S ROAD WEST/<br>Kennedy Town Swimming Pool Sitting-out Area, Des Voeux Road West",02/13/25,113,114.13186,22.28945,KMB+CTB
1499,2,4,384,3,"山道/<br>山道, 德輔道西","山道/<br>山道, 德辅道西","HILL ROAD/<br>Hill Road, Des Voeux Road West",02/13/25,113,114.13371,22.28958,KMB+CTB
1499,2,5,8016,3,"均益大廈第二期/<br>均益大廈第二期, 德輔道西","均益大厦第二期/<br>均益大厦第二期, 德辅道西","KWAN YICK BUILDING PHASE II/<br>Kwan Yick Building Phase II, Des Voeux Road West",02/13/25,113,114.13721,22.28962,KMB+CTB
1499,2,6,3196,3,"西區警署/<br>西區警署, 德輔道西","西区警署/<br>西区警署, 德辅道西","WESTERN POLICE STATION/<br>Western Police Station, Des Voeux Road West",02/13/25,113,114.13939,22.29022,KMB+CTB
1499,2,7,355,3,"東邊街/<br>東邊街, 德輔道西","东边街/<br>东边街, 德辅道西","EASTERN STREET/<br>Eastern Street, Des Voeux Road West",02/13/25,113,114.14342,22.29031,KMB+CTB
1499,2,8,356,3,"修打蘭街/<br>修打蘭街, 德輔道西","修打兰街/<br>修打兰街, 德辅道西","SUTHERLAND STREET/<br>Sutherland Street, Des Voeux Road West",02/13/25,113,114.14569,22.29016,KMB+CTB
1499,2,9,127,3,"林士街/<br>林士街, 德輔道中","林士街/<br>林士街, 德辅道中","RUMSEY STREET/<br>Rumsey Street, Des Voeux Road Central",02/13/25,113,114.15331,22.28833,KMB+CTB
1499,2,10,27,3,"德忌利士街/<br>德忌利士街, 德輔道中","德忌利士街/<br>德忌利士街, 德辅道中","DOUGLAS STREET/<br>Douglas Street, Des Voeux Road Central",02/13/25,113,114.15629,22.28563,KMB+CTB
1499,2,11,128,3,"皇后像廣場/<br>皇后像廣場, 德輔道中","皇后像广场/<br>皇后像广场, 德辅道中","STATUE SQUARE/<br>Statue Square, Des Voeux Road Central",02/13/25,113,114.15922,22.2831,KMB+CTB
1499,2,12,425,3,"太古廣場三座/<br>太古廣場三座, 皇后大道東","太古广场三座/<br>太古广场三座, 皇后大道东","THREE PACIFIC PLACE/<br>Three Pacific Place, Queen's Road East",02/13/25,113,114.16728,22.28,KMB+CTB
1499,2,13,426,3,"聯發街/<br>聯發街, 皇后大道東","联发街/<br>联发街, 皇后大道东","LUN FAT STREET/<br>Lun Fat Street, Queen's Road East",02/13/25,113,114.16956,22.2785,KMB+CTB
1499,2,14,427,3,"廈門街/<br>廈門街, 皇后大道東","厦门街/<br>厦门街, 皇后大道东","AMOY STREET/<br>Amoy Street, Queen's Road East",02/13/25,113,114.17106,22.27757,KMB+CTB
1499,2,15,617,3,"尚翹峰/<br>尚翹峰, 皇后大道東","尚翘峰/<br>尚翘峰, 皇后大道东","THE ZENITH/<br>The Zenith, Queen's Road East",02/13/25,113,114.17329,22.27689,KMB+CTB
1499,2,16,429,3,"聖若瑟小學/<br>聖若瑟小學, 皇后大道東","圣若瑟小学/<br>圣若瑟小学, 皇后大道东","ST. JOSEPH'S COLLEGE PRIMARY SCHOOL/<br>St. Joseph's Primary School, Queen's Road East",02/13/25,113,114.17624,22.27757,KMB+CTB
1499,2,17,813,3,堅拿道西/<br>堅拿道西,坚拿道西/<br>坚拿道西,CANAL ROAD WEST/<br>Canal Road West,02/13/25,113,114.18034,22.27975,KMB+CTB
1499,2,18,9015,3,紅隧轉車站/<br>海底隧道巴士轉乘站,红隧转车站/<br>海底隧道巴士转乘站,CROSS HARBOUR TUNNEL BBI/<br>Cross Harbour Tunnel Bus-Bus Interchange,02/13/25,113,114.17963,22.30541,KMB+CTB
1499,2,34,7060,3,"龍慧樓/<br>黃大仙下邨龍慧樓, 東頭村道","龙慧楼/<br>黄大仙下邨龙慧楼, 东头村道","LUNG WAI HOUSE/<br>Lung Wai House Lower Wong Tai Sin Estate, Tung Tau Tsuen Road",02/13/25,113,114.1936,22.34221,KMB+CTB
1499,2,35,1387,3,"黃大仙警署/<br>黃大仙警署, 彩虹道","黄大仙警署/<br>黄大仙警署, 彩虹道","WONG TAI SIN POLICE STATION/<br>Wong Tai Sin Police Station, Choi Hung Road",02/13/25,113,114.19659,22.34137,KMB+CTB
1499,2,36,13417,3,"新蒲崗四美街/<br>四美街, 彩虹道","新蒲岗四美街/<br>四美街, 彩虹道","SZE MEI STREET, SAN PO KONG/<br>Sze Mei Street, Choi Hung Road",02/13/25,113,114.20119,22.34033,KMB+CTB
1499,2,37,4144,3,"彩虹轉車站 - 碧海樓/<br>彩虹邨碧海樓, 彩虹邨通道","彩虹转车站 - 碧海楼/<br>彩虹邨碧海楼, 彩虹邨通道","CHOI HUNG BBI - PIK HOI HOUSE/<br>Pik Hoi House Choi Hung Estate, Choi Hung access road",02/13/25,113,114.20399,22.33817,KMB+CTB
1499,2,38,1389,1,彩虹轉車站 - 彩虹總站/<br>彩虹,彩虹转车站 - 彩虹总站/<br>彩虹,CHOI HUNG BBI - CHOI HUNG BUS TERMINUS/<br>Choi Hung,02/13/25,113,114.20355,22.33816,KMB+CTB
1505,1,1,1546,2,藍灣半島巴士總站/<br>小西灣 (藍灣半島),蓝湾半岛巴士总站/<br>小西湾 (蓝湾半岛),ISLAND RESORT BUS TERMINUS/<br>Siu Sai Wan (Island Resort),04/02/25,118P,114.25031,22.26855,KMB+CTB
1505,1,2,7125,3,"富怡花園/<br>富怡花園, 富怡道","富怡花园/<br>富怡花园, 富怡道","CHEERFUL GARDEN/<br>Cheerful Garden, Fu Yee Road",04/02/25,118P,114.24955,22.26585,KMB+CTB
1505,1,3,2,3,"曉翠街/<br>曉翠街, 小西灣道","晓翠街/<br>晓翠街, 小西湾道","HIU TSUI STREET/<br>Hiu Tsui Street, Siu Sai Wan Road",04/02/25,118P,114.24757,22.26681,KMB+CTB
1505,1,4,3,3,"富城閣/<br>富城閣, 柴灣道","富城阁/<br>富城阁, 柴湾道","FU SHING COURT/<br>Fu Shing Court, Chai Wan Road",04/02/25,118P,114.24477,22.26823,KMB+CTB
1505,1,5,1565,3,"翠灣邨翠壽樓/<br>翠灣邨, 永泰道","翠湾邨翠寿楼/<br>翠湾邨, 永泰道","TSUI SHOU HOUSE TSUI WAN ESTATE/<br>Tsui Wan Estate, Wing Tai Road",04/02/25,118P,114.24041,22.27089,KMB+CTB
1505,1,6,190,3,"香港專業教育學院/<br>香港專業教育學院 (柴灣分校), 順泰道","香港专业教育学院/<br>香港专业教育学院 (柴湾分校), 顺泰道","H.K. INSTITUTE OF VOCATIONAL EDUCATION/<br>HKIVE (Chai Wan), Shun Tai Road",04/02/25,118P,114.23922,22.27282,KMB+CTB
1505,1,7,188,3,杏花邨總站/<br>杏花邨,杏花邨总站/<br>杏花邨,HENG FA CHUEN BUS TERMINUS/<br>Heng Fa Chuen,04/02/25,118P,114.24058,22.27767,KMB+CTB
1505,1,8,167,3,"杏花新城(西翼)/<br>杏花新城 (西翼), 盛泰道","杏花新城(西翼)/<br>杏花新城 (西翼), 盛泰道","PARADISE MALL (WEST)/<br>Paradise Mall (West), Shing Tai Road",04/02/25,118P,114.23879,22.28004,KMB+CTB
1505,1,9,9015,3,紅隧轉車站/<br>海底隧道巴士轉乘站,红隧转车站/<br>海底隧道巴士转乘站,CROSS HARBOUR TUNNEL BBI/<br>Cross Harbour Tunnel Bus-Bus Interchange,04/02/25,118P,114.17963,22.30541,KMB+CTB
1505,1,10,9011,3,"拔萃女書院/<br>拔萃女書院, 加士居道","拔萃女书院/<br>拔萃女书院, 加士居道","DIOCESAN GIRLS' SCHOOL/<br>Diocesan Girls' School, Gascoigne Road",04/02/25,118P,114.17206,22.30995,KMB+CTB
1505,1,11,970,3,"油麻地眾坊街/<br>眾坊街, 彌敦道","油麻地众坊街/<br>众坊街, 弥敦道","PUBLIC SQUARE STREET YAU MA TEI/<br>Public Square Street, Nathan Road",04/02/25,118P,114.17037,22.31298,KMB+CTB
1505,2,5,206,3,"營盤街/<br>營盤街, 青山道","营盘街/<br>营盘街, 青山道","CAMP STREET/<br>Camp Street, Castle Peak Road",08/06/25,118P,114.15974,22.3376,KMB+CTB
1505,2,6,207,3,"長沙灣政府合署/<br>長沙灣政府合署, 欽州街","长沙湾政府合署/<br>长沙湾政府合署, 钦州街","CHEUNG SHA WAN GOVERNMENT OFFICE/<br>Cheung Sha Wan Government Offices, Yen Chow Street",08/06/25,118P,114.16064,22.33407,KMB+CTB
1505,2,7,9217,3,"深水埗北河街/<br>北河街, 長沙灣道","深水埗北河街/<br>北河街, 长沙湾道","PEI HO STREET SHAM SHUI PO/<br>Pei Ho Street, Cheung Sha Wan Road",08/06/25,118P,114.16175,22.33302,KMB+CTB
1505,2,8,9219,3,"深水埗楓樹街/<br>楓樹街, 長沙灣道","深水埗枫树街/<br>枫树街, 长沙湾道","MAPLE STREET SHAM SHUI PO/<br>Maple Street, Cheung Sha Wan Road",08/06/25,118P,114.16518,22.33039,KMB+CTB
1505,2,9,211,3,"太子站,旺角花墟/<br>太子站, 彌敦道","太子站,旺角花墟/<br>太子站, 弥敦道","PRINCE EDWARD STATION, FLOWER MARKET/<br>Prince Edward Station, Nathan Road",08/06/25,118P,114.16762,22.32769,KMB+CTB
1505,2,10,212,3,"水渠道 聯合廣場/<br>聯合廣場, 彌敦道","水渠道 联合广场/<br>联合广场, 弥敦道","NULLAH ROAD, ALLIED PLAZA/<br>Allied Plaza, Nathan Road",08/06/25,118P,114.16801,22.32563,KMB+CTB
1505,2,11,7036,3,"旺角奶路臣街/<br>銀行中心, 彌敦道","旺角奶路臣街/<br>银行中心, 弥敦道","NELSON STREET MONG KOK/<br>Bank Centre, Nathan Road",08/06/25,118P,114.1691,22.32035,KMB+CTB
1505,2,12,744,3,"旺角登打士街/<br>登打士街, 彌敦道","旺角登打士街/<br>登打士街, 弥敦道","DUNDAS STREET MONG KOK/<br>Dundas Street, Nathan Road",08/06/25,118P,114.16974,22.31727,KMB+CTB
1505,2,13,745,3,"油麻地文明里/<br>文明里, 彌敦道","油麻地文明里/<br>文明里, 弥敦道","MAN MING LANE YAU MA TEI/<br>Man Ming Lane, Nathan Road",08/06/25,118P,114.17027,22.31463,KMB+CTB
1505,2,14,9012,3,"勞資審裁處/<br>勞資審裁處, 加士居道","劳资审裁处/<br>劳资审裁处, 加士居道","LABOUR TRIBUNAL/<br>Labour Tribunal, Gascoigne Road",08/06/25,118P,114.17195,22.31031,KMB+CTB
1505,2,15,775,3,"香港理工大學第八期/<br>香港理工大學第八期, 漆咸道北","香港理工大学第八期/<br>香港理工大学第八期, 漆咸道北","HONG KONG POLYTECHNIC UNIVERSITY PHASE 8/<br>Hong Kong Polytechnic University Phase 8, Chatham Road North",08/06/25,118P,114.17942,22.30874,KMB+CTB
1505,2,16,9014,3,紅隧轉車站/<br>海底隧道巴士轉乘站,红隧转车站/<br>海底隧道巴士转乘站,CROSS HARBOUR TUNNEL BBI/<br>Cross Harbour Tunnel Bus-Bus Interchange,08/06/25,118P,114.18032,22.30535,KMB+CTB
1505,2,17,166,3,"杏花新城(東翼)/<br>杏花新城 (東翼), 盛泰道","杏花新城(东翼)/<br>杏花新城 (东翼), 盛泰道","PARADISE MALL (EAST)/<br>Paradise Mall (East), Shing Tai Road",08/06/25,118P,114.24008,22.27853,KMB+CTB
1505,2,18,10361,3,"城巴車廠/<br>城巴柴灣車廠, 盛泰道","城巴车厂/<br>城巴柴湾车厂, 盛泰道","CITYBUS DEPOT/<br>Citybus Chai Wan Garage, Shing Tai Road",08/06/25,118P,114.24001,22.27283,KMB+CTB
1505,2,19,161,3,"柴灣工業城, 永泰道/<br>柴灣工業城","柴湾工业城, 永泰道/<br>柴湾工业城","CHAI WAN INDUSTRIAL CITY/<br>Chai Wan Industrial City, Wing Tai Road",08/06/25,118P,114.24168,22.27012,KMB+CTB
1505,2,20,1551,3,"常安街/<br>常安街, 柴灣道","常安街/<br>常安街, 柴湾道","SHEUNG ON STREET/<br>Sheung On Street, Chai Wan Road",08/06/25,118P,114.24449,22.26839,KMB+CTB
1506,1,14,9076,1,"基榮小學 維景酒店/<br>基榮小學, 荔枝角道","基荣小学 维景酒店/<br>基荣小学, 荔枝角道","KEI WING PRIMARY SCHOOL, METROPARK HOTEL MONG KOK/<br>Kei Wing Primary School, Lai Chi Kok Road",04/02/25,118P,114.16759,22.32476,KMB+CTB
1507,1,1,518,2,金鐘 - 添馬街,金钟 - 添马街,Admiralty - Tamar Street,02/14/25,12A,114.16336,22.28153,CTB
1507,1,2,244,3,"香港公園, 紅棉路","香港公园, 红棉路","Hong Kong Park, Cotton Tree Drive",02/14/25,12A,114.15978,22.28003,CTB
1507,1,3,604,3,"女青年會, 麥當勞道","女青年会, 麦当劳道","YWCA, MacDonnell Road",02/14/25,12A,114.15559,22.27822,CTB
1507,1,4,605,3,"纜車徑, 麥當勞道","缆车径, 麦当劳道","Tramway Path, MacDonnell Road",02/14/25,12A,114.15658,22.27802,CTB
1507,1,5,606,3,"聖保羅男女中學, 麥當勞道","圣保罗男女中学, 麦当劳道","St. Paul's Co-educational College, MacDonnell Road",02/14/25,12A,114.15741,22.27783,CTB
1507,1,6,607,3,"龍景樓, 麥當勞道","龙景楼, 麦当劳道","Dragon View, MacDonnell Road",02/14/25,12A,114.15864,22.27778,CTB
1507,1,7,608,3,"外交部駐港特派員公署, 麥當勞道","外交部驻港特派员公署, 麦当劳道","Office of The PRC Ministry of Foreign Affairs, MacDonnell Road",02/14/25,12A,114.16067,22.27781,CTB
1507,1,8,12986,3,"香港公園, 堅尼地道","香港公园, 坚尼地道","Hong Kong Park, Kennedy Road",02/14/25,12A,114.16023,22.27823,CTB
1507,1,9,609,3,"聖若瑟書院, 堅尼地道","圣若瑟书院, 坚尼地道","St. Joseph's College, Kennedy Road",02/14/25,12A,114.15854,22.27867,CTB
1507,1,10,245,3,"堅麗閣, 堅尼地道","坚丽阁, 坚尼地道","Kennedy Heights, Kennedy Road",02/14/25,12A,114.15689,22.27887,CTB
